DBN,School Name,School Type,Enrollment,Rigorous Instruction Rating,Collaborative Teachers Rating,Supportive Environment Rating,Effective School Leadership Rating,Strong Family-Community Ties Rating,Trust Rating,Student Achievement Rating,Rigorous Instruction - Percent Positive,Collaborative Teachers - Percent Positive,Supportive Environment - Percent Positive,Effective School Leadership - Percent Positive,Strong Family-Community Ties - Percent Positive,Trust - Percent Positive,Quality Review - How interesting and challenging is the curriculum?,Quality Review - How effective is the teaching and learning?,Quality Review - How well does the school assess what students are learning?,Quality Review - How clearly are high expectations communicated to students and staff?,Quality Review - How well do teachers work with each other?,Quality Review - How safe and inclusive is the school while supporting social-emotional growth?,Quality Review - How well does the school allocate and manage resources?,"Quality Review - How well does the school identify, track, and meet its goals?",Quality Review - How thoughtful is the school’s approach to teacher development and evaluation?,Quality Review - How well are school decisions evaluated and adjusted?,Quality Review - Dates of Review,Average Grade 8 English Proficiency,Average Grade 8 Math Proficiency,Percent English Language Learners,Percent Students with Disabilities,Percent Self-Contained,Economic Need Index,Percent Overage/Undercredited,Percent in Temp Housing,Percent HRA Eligible,Percent Asian,Percent Black,Percent Hispanic,Percent White,Years of principal experience at this school,Percent of teachers with 3 or more years of experience,Student Attendance Rate,Percent of Students Chronically Absent,Teacher Attendance Rate
19K502,FDNY - Captain Vernon A. Richards High School for,High School,340,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Exceeding Target,Approaching Target,Approaching Target,0.72,0.73,0.67,0.76,0.96,0.81,Proficient,Proficient,Proficient,Proficient,Proficient,,,,,,41968,2.437,2.087,0.038,0.268,0.053,0.741,0.106,0.156,0.553,0.012,0.709,0.259,0.006,9.9,0.556,0.795,0.546,0.961
19K504,High School for Civil Rights,High School,284,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,0.72,0.77,0.72,0.77,0.86,0.85,Proficient,Developing,Developing,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Developing,42705,2.387,2.093,0.074,0.232,0.007,0.78,0.292,0.215,0.585,0.011,0.743,0.215,0.018,10.8,0.643,0.737,0.643,0.968
19K507,Performing Arts and Technology High School,High School,466,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.83,0.85,0.68,0.91,0.81,0.89,Proficient,Developing,Proficient,Proficient,Proficient,,,,,,42095,2.54,2.153,0.09,0.204,0.049,0.778,0.167,0.167,0.586,0.019,0.693,0.268,0.006,4,0.767,0.861,0.331,0.947
19K510,World Academy for Total Community Health High Scho,High School,246,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.73,0.9,0.7,0.88,0.82,0.89,Developing,Developing,Developing,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,42705,2.488,2.156,0.093,0.199,0,0.792,0.22,0.203,0.589,0.045,0.748,0.187,0.008,3.7,0.778,0.811,0.572,0.966
19K583,Multicultural High School,High School,202,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,0.87,0.92,0.83,0.95,0.87,0.95,Proficient,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,Proficient,42856,1.802,1.739,0.916,0.02,0,0.95,0.158,0.124,0.342,0,0,0.995,0.005,5.8,0.765,0.903,0.314,0.969
19K615,Transit Tech Career and Technical Education High S,High School,838,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.75,0.77,0.65,0.79,0.8,0.87,Proficient,Developing,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,42675,2.516,2.231,0.062,0.257,0.005,0.668,0.089,0.101,0.496,0.047,0.592,0.32,0.02,3.8,0.818,0.839,0.403,0.957
19K618,Academy of Innovative Technology,High School,408,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.82,0.88,0.77,0.92,0.87,0.94,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,42468,2.576,2.202,0.103,0.24,0.022,0.657,0.069,0.098,0.466,0.054,0.434,0.466,0.02,9,0.676,0.876,0.358,0.975
19K639,Brooklyn Lab School,High School,329,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.68,0.71,0.65,0.82,0.91,0.84,Proficient,Developing,Developing,Developing,Proficient,,,,,,42060,2.363,2.082,0.216,0.195,0.012,0.792,0.261,0.195,0.505,0.106,0.31,0.535,0.03,0.8,0.714,0.793,0.544,0.963
19K659,Cypress Hills Collegiate Preparatory School,High School,215,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.83,0.87,0.74,0.88,0.9,0.89,Proficient,Proficient,Proficient,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,Proficient,42826,2.504,2.243,0.177,0.163,0.005,0.763,0.112,0.158,0.507,0.126,0.219,0.609,0.019,4.9,0.833,0.886,0.278,0.965
19K660,W. H. Maxwell Career and Technical Education High,High School,465,Meeting Target,Meeting Target,Approaching Target,Exceeding Target,Approaching Target,Meeting Target,Meeting Target,0.79,0.9,0.65,0.92,0.78,0.9,Proficient,Developing,Proficient,Proficient,Proficient,,,,,,42314,2.383,2.041,0.071,0.295,0.105,0.757,0.112,0.168,0.6,0.026,0.684,0.28,0.002,8.8,0.923,0.762,0.579,0.963
19K683,"The School for Classics: An Academy of Thinkers, W",High School,313,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.76,0.87,0.67,0.88,0.84,0.89,Proficient,Proficient,Proficient,Well Developed,Well Developed,,,,,,41961,2.492,2.072,0.195,0.208,0.08,0.764,0.147,0.115,0.537,0.137,0.55,0.275,0.026,2.4,0.783,0.835,0.482,0.959
19K764,The Urban Assembly School for Collaborative Health,High School,230,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,,0.83,0.85,0.72,0.95,0.89,0.89,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,42644,2.654,2.276,0.213,0.165,0.009,0.715,0.126,0.13,0.443,0.157,0.413,0.365,0.017,1,0.474,0.871,0.45,0.965
20K445,New Utrecht High School,High School,3661,Meeting Target,Approaching Target,,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.81,0.87,0.64,0.89,0.8,0.86,Proficient,Developing,Proficient,Proficient,Developing,,,,,,42472,2.782,2.783,0.204,0.166,0.057,0.665,0.066,0.084,0.42,0.398,0.036,0.298,0.258,9.6,0.825,0.868,0.311,0.966
20K485,High School of Telecommunication Arts and Technolo,High School,1263,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Approaching Target,Exceeding Target,Meeting Target,0.83,0.89,0.79,0.91,0.82,0.92,Well Developed,Proficient,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,42795,2.92,2.841,0.064,0.194,0.028,0.645,0.021,0.029,0.488,0.192,0.081,0.528,0.17,3.4,0.6,0.928,0.182,0.965
20K490,Fort Hamilton High School,High School,4551,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Not Meeting Target,Approaching Target,Approaching Target,0.8,0.86,0.71,0.86,0.74,0.84,Well Developed,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Proficient,Proficient,42887,3.003,2.917,0.166,0.152,0.04,0.624,0.057,0.078,0.393,0.274,0.043,0.315,0.347,4.8,0.811,0.9,0.267,0.965
20K505,Franklin Delano Roosevelt High School,High School,3183,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Not Meeting Target,Approaching Target,Meeting Target,0.73,0.72,0.7,0.7,0.73,0.79,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,42856,2.666,2.539,0.365,0.143,0.057,0.769,0.132,0.167,0.415,0.39,0.117,0.314,0.174,2,0.843,0.887,0.286,0.964
20K609,Urban Assembly School for Criminal Justice,High School,341,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,Meeting Target,Exceeding Target,0.87,0.87,0.77,0.91,0.82,0.89,Well Developed,Well Developed,Proficient,Well Developed,Proficient,,,,,,42479,2.985,2.648,0.12,0.152,0.006,0.716,0.038,0.07,0.537,0.472,0.196,0.17,0.15,10,0.591,0.897,0.341,0.977
21K337,International High School at Lafayette,High School,367,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.82,0.88,0.81,0.91,0.84,0.92,Proficient,Proficient,Proficient,Proficient,Proficient,,,,,,42060,1.833,2.32,0.875,0.033,0.003,0.919,0.234,0.362,0.3,0.36,0.054,0.335,0.248,5.8,0.769,0.889,0.298,0.975
21K344,Rachel Carson High School for Coastal Studies,High School,587,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.77,0.78,0.72,0.8,0.78,0.88,Well Developed,Proficient,Developing,Well Developed,Proficient,,,,,,42516,2.857,2.546,0.131,0.196,0,0.628,0.075,0.056,0.426,0.119,0.198,0.235,0.434,10.6,0.857,0.864,0.391,0.961
21K348,High School of Sports Management,High School,273,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.79,0.86,0.65,0.91,0.85,0.86,Developing,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Developing,Proficient,42856,2.524,2.23,0.088,0.238,0.004,0.708,0.11,0.11,0.531,0.04,0.553,0.256,0.121,12,0.765,0.806,0.533,0.97
21K410,Abraham Lincoln High School,High School,2049,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Not Meeting Target,Approaching Target,Approaching Target,0.78,0.85,0.71,0.84,0.74,0.84,Well Developed,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Proficient,Proficient,Proficient,Proficient,42795,2.733,2.435,0.181,0.162,0.057,0.689,0.099,0.087,0.444,0.168,0.39,0.23,0.195,12.8,0.805,0.86,0.377,0.963
21K468,Kingsborough Early College School,High School,349,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.86,0.95,0.67,0.98,0.88,0.93,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,42128,3.238,3.088,0.003,0.189,0,0.476,0.003,0.014,0.324,0.06,0.209,0.266,0.447,2,0.816,0.912,0.224,0.958
21K525,Edward R. Murrow High School,High School,3894,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.79,0.82,0.73,0.86,0.8,0.89,Proficient,Proficient,Proficient,Well Developed,Well Developed,,,,,,42481,3.04,2.93,0.092,0.186,0.052,0.581,0.027,0.121,0.358,0.254,0.226,0.216,0.267,5.3,0.911,0.907,0.223,0.961
21K540,John Dewey High School,High School,2325,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.8,0.88,0.71,0.88,0.75,0.88,Proficient,Developing,Proficient,Well Developed,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,42856,2.755,2.665,0.19,0.142,0.041,0.685,0.093,0.12,0.435,0.31,0.332,0.218,0.121,2,0.659,0.882,0.232,0.972
21K559,Life Academy High School for Film and Music,High School,302,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,0.78,0.78,0.65,0.85,0.8,0.83,Well Developed,Proficient,Proficient,Well Developed,Well Developed,,,,,,42108,2.704,2.382,0.03,0.235,0.013,0.685,0.07,0.099,0.507,0.093,0.44,0.301,0.136,1.8,0.684,0.88,0.389,0.968
21K572,Expeditionary Learning School for Community Leader,High School,325,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.87,0.94,0.79,0.97,0.87,0.95,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,42045,2.841,2.625,0.166,0.185,0.006,0.693,0.074,0.102,0.458,0.191,0.191,0.354,0.225,0.8,0.667,0.866,0.419,0.972
21K620,William E. Grady Career and Technical Education Hi,High School,539,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.75,0.88,0.67,0.92,0.83,0.91,Proficient,Developing,Developing,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,42675,2.472,2.18,0.08,0.332,0.104,0.647,0.109,0.126,0.462,0.05,0.66,0.193,0.078,3.7,0.806,0.82,0.456,0.96
21K690,Brooklyn Studio Secondary School,High School,653,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.79,0.89,0.69,0.9,0.8,0.87,Proficient,Proficient,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,42795,2.894,2.64,0.129,0.198,0.009,0.611,0.025,0.047,0.407,0.185,0.038,0.283,0.481,6.6,0.797,0.871,0.402,0.964
22K405,Midwood High School,High School,4017,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Not Meeting Target,Approaching Target,Meeting Target,0.78,0.75,0.72,0.77,0.76,0.83,Proficient,Proficient,Developing,Proficient,Developing,,,,,,42474,3.415,3.373,0.033,0.09,0.016,0.512,0.013,0.053,0.343,0.355,0.279,0.12,0.227,4,0.825,0.923,0.2,0.961
22K425,James Madison High School,High School,3418,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.78,0.88,0.67,0.89,0.81,0.88,Proficient,Developing,Developing,Proficient,Proficient,,,,,,42466,3.019,2.828,0.135,0.149,0.039,0.541,0.044,0.059,0.341,0.194,0.182,0.176,0.44,3.8,0.844,0.941,0.131,0.962
22K535,Leon M. Goldstein High School for the Sciences,High School,1029,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,0.78,0.77,0.7,0.79,0.78,0.84,Proficient,Proficient,Developing,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,42675,3.672,3.752,0.007,0.158,0.012,0.351,0.003,0.014,0.2,0.236,0.098,0.095,0.56,4.8,0.889,0.958,0.08,0.97
22K555,Brooklyn College Academy,High School,618,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Approaching Target,Meeting Target,Exceeding Target,0.88,0.92,0.83,0.93,0.82,0.93,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,,,,,,42381,3.487,3.291,0.002,0.094,0.002,0.46,0.013,0.032,0.306,0.083,0.683,0.108,0.06,12,0.656,0.954,0.105,0.97
22K611,Origins High School,High School,434,Meeting Target,Meeting Target,Approaching Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.82,0.9,0.71,0.94,0.9,0.92,Proficient,Developing,Proficient,Proficient,Developing,,,,,,42039,2.75,2.44,0.161,0.127,0.002,0.685,0.094,0.111,0.419,0.138,0.362,0.221,0.263,4,0.424,0.832,0.518,0.976
23K493,Brooklyn Collegiate: A College Board School,High School,306,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.78,0.74,0.67,0.85,0.87,0.87,Proficient,Proficient,Proficient,Proficient,Proficient,Well Developed,Well Developed,Proficient,Well Developed,Proficient,42826,2.497,2.139,0.042,0.232,0.01,0.706,0.137,0.15,0.507,0.013,0.856,0.105,0.007,2,0.773,0.854,0.439,0.966
23K514,Frederick Douglass Academy VII High School,High School,206,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.79,0.84,0.77,0.88,0.86,0.88,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,42856,2.346,2.025,0.049,0.32,0,0.726,0.15,0.233,0.5,0.015,0.84,0.121,0.005,10.5,0.529,0.824,0.442,0.971
23K644,Eagle Academy for Young Men II,High School,355,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.91,0.93,0.85,0.96,0.95,0.95,Proficient,Proficient,Proficient,Well Developed,Proficient,,,,,,41942,2.487,2.189,0.008,0.231,0.003,0.641,0.017,0.079,0.442,0.006,0.887,0.079,0.011,9,0.619,0.903,0.27,0.965
23K697,Teachers Preparatory High School,High School,238,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,0.74,0.86,0.65,0.89,0.84,0.88,Proficient,Developing,Developing,Proficient,Developing,Proficient,Proficient,Developing,Proficient,Developing,42826,2.481,2.138,0.042,0.328,0.101,0.736,0.172,0.164,0.525,0.017,0.79,0.164,0.021,6.8,0.864,0.804,0.502,0.974
24Q236,International High School for Health Sciences,High School,310,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,0.85,0.96,0.85,0.96,0.87,0.96,Proficient,Proficient,Proficient,Proficient,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,42795,2.262,2.312,0.706,0.026,0,0.928,0.3,0.3,0.168,0.271,0.048,0.584,0.09,4,0.667,0.88,0.308,1
24Q264,Academy of Finance and Enterprise,High School,567,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,0.82,0.89,0.79,0.93,0.88,0.91,Proficient,Proficient,Well Developed,Well Developed,Well Developed,,,,,,42082,3.019,2.935,0.062,0.123,0.002,0.545,0.039,0.053,0.342,0.228,0.055,0.527,0.164,5,0.828,0.931,0.236,0.967
24Q267,High School of Applied Communication,High School,423,Meeting Target,Meeting Target,Approaching Target,Not Meeting Target,Approaching Target,Not Meeting Target,Meeting Target,0.65,0.59,0.56,0.7,0.79,0.68,Proficient,Proficient,Well Developed,Well Developed,Well Developed,,,,,,42116,2.794,2.567,0.071,0.165,0.007,0.519,0.028,0.033,0.357,0.132,0.09,0.598,0.149,0.8,0.87,0.888,0.362,0.959
24Q293,Civic Leadership Academy,High School,506,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.82,0.81,0.75,0.8,0.79,0.85,Well Developed,Proficient,Proficient,Proficient,Well Developed,,,,,,42383,3.016,2.768,0.049,0.18,0.036,0.587,0.032,0.043,0.413,0.123,0.061,0.67,0.063,9,0.839,0.9,0.346,0.967
24Q296,Pan American International High School,High School,498,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.89,0.92,0.86,0.97,0.89,0.94,Well Developed,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,Proficient,42856,1.919,1.882,0.902,0.03,0,0.898,0.285,0.175,0.177,0,0,0.998,0,2,0.639,0.918,0.24,0.971
24Q299,Bard High School Early College Queens,High School,597,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,0.92,0.8,0.85,0.82,0.87,0.92,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,42116,3.979,4.089,0,0.022,0.002,0.305,0,0.013,0.157,0.353,0.119,0.173,0.328,8.9,0.706,0.974,0.035,0.967
24Q455,Newtown High School,High School,1892,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.88,0.96,0.79,0.96,0.82,0.93,Proficient,Proficient,Proficient,Well Developed,Well Developed,,,,,,42118,2.658,2.457,0.206,0.123,0.004,0.61,0.127,0.081,0.327,0.239,0.087,0.604,0.054,24.8,0.839,0.901,0.234,0.967
24Q485,Grover Cleveland High School,High School,1798,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,0.74,0.74,0.66,0.74,0.78,0.81,Proficient,Developing,Developing,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,42795,2.655,2.39,0.191,0.169,0.053,0.615,0.08,0.088,0.393,0.093,0.061,0.644,0.185,5.8,0.886,0.829,0.441,0.952
24Q520,Middle College High School at LaGuardia Community,High School,507,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,Exceeding Target,Meeting Target,0.87,0.87,0.8,0.91,0.79,0.95,Proficient,Proficient,Proficient,Proficient,Proficient,,,,,,42354,2.833,2.68,0.01,0.15,0,0.562,0.028,0.026,0.428,0.083,0.036,0.789,0.079,9.8,0.962,0.922,0.225,0.961
24Q530,International High School at LaGuardia Community C,High School,530,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.93,0.92,0.94,0.93,0.97,0.97,Proficient,Well Developed,Proficient,Well Developed,Well Developed,,,,,,42019,2.107,2.346,0.621,0.03,0,0.755,0.113,0.185,0.317,0.291,0.025,0.557,0.121,2.9,0.742,0.916,0.259,0.976
24Q550,High School for Arts and Business,High School,804,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.88,0.96,0.83,0.96,0.88,0.94,Well Developed,Proficient,Proficient,Well Developed,Well Developed,,,,,,42088,2.923,2.669,0.066,0.165,0,0.614,0.03,0.065,0.465,0.082,0.091,0.759,0.058,9.9,0.878,0.916,0.234,0.959
24Q560,"Robert F. Wagner, Jr. Secondary School for Arts an",High School,496,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.9,0.83,0.84,0.87,0.81,0.87,Proficient,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Proficient,Proficient,Proficient,Proficient,42675,2.952,2.84,0.052,0.155,0,0.515,0.016,0.022,0.389,0.19,0.048,0.635,0.113,0.8,0.75,0.922,0.231,0.955
