DBN,School Name,School Type,Enrollment,Rigorous Instruction Rating,Collaborative Teachers Rating,Supportive Environment Rating,Effective School Leadership Rating,Strong Family-Community Ties Rating,Trust Rating,Student Achievement Rating,Rigorous Instruction - Percent Positive,Collaborative Teachers - Percent Positive,Supportive Environment - Percent Positive,Effective School Leadership - Percent Positive,Strong Family-Community Ties - Percent Positive,Trust - Percent Positive,Quality Review - How interesting and challenging is the curriculum?,Quality Review - How effective is the teaching and learning?,Quality Review - How well does the school assess what students are learning?,Quality Review - How well do teachers work with each other?,Quality Review - How clearly are high expectations communicated to students and staff?,Quality Review - Dates of Review,Average Grade 8 English Proficiency,Average Grade 8 Math Proficiency,Percent English Language Learners,Percent Students with Disabilities,Percent Self-Contained,Economic Need Index,Percent in Temp Housing,Percent HRA Eligible,Percent Asian,Percent Black,Percent Hispanic,Percent White,Years of principal experience at this school,Percent of teachers with 3 or more years of experience,Student Attendance Rate,Percent of Students Chronically Absent,Teacher Attendance Rate,,,,,,,,
28Q440,Forest Hills High School,High School,3840,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,Not Meeting Target,Meeting Target,Meeting Target,0.85,0.87,0.81,0.78,0.65,0.86,Proficient,Proficient,Proficient,Well Developed,Well Developed,42020,2.84,2.76,0.057,0.128,0.06,0.452,0.032,0.334,0.246,0.096,0.338,0.3,7.3,0.901,0.911,0.232,0.961,,,,,,,,
28Q505,Hillcrest High School,High School,3286,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.91,0.92,1,0.9,0.98,0.97,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,"May 13-15, 2014",2.46,2.33,0.137,0.103,0.019,0.528,0.066,0.385,0.345,0.303,0.288,0.038,1.4,0.848,0.9,0.28,0.957,,,,,,,,
28Q620,Thomas A. Edison Career and Technical Education Hi,High School,2098,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Not Meeting Target,Approaching Target,Meeting Target,0.85,0.86,0.8,0.81,0.64,0.85,Proficient,Proficient,Proficient,Well Developed,Proficient,42012,2.92,2.89,0.009,0.112,0.048,0.447,0.018,0.325,0.49,0.209,0.224,0.042,2.8,0.865,0.938,0.158,0.966,,,,,,,,
28Q680,Queens Gateway to Health Sciences Secondary School,High School,779,Meeting Target,Meeting Target,Exceeding Target,Not Meeting Target,Not Meeting Target,Not Meeting Target,Exceeding Target,0.85,0.59,0.82,0.45,0.66,0.64,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,"November 13-14, 2013",3.28,2.98,0.002,0.068,0,0.41,0.016,0.298,0.433,0.382,0.142,0.029,3.2,0.875,0.955,0.096,0.956,,,,,,,,
28Q686,QUEENS METROPOLITAN HIGH SCHOOL,High School,1035,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,0.87,0.88,0.85,0.86,0.73,0.9,Proficient,Proficient,Well Developed,Well Developed,Well Developed,41968,2.6,2.44,0.032,0.155,0.028,0.41,0.024,0.305,0.11,0.042,0.469,0.357,3,0.778,0.911,0.261,0.974,,,,,,,,
28Q687,Queens High School for the Sciences at York Colleg,High School,426,Meeting Target,Meeting Target,N/A,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,0.92,0.92,0.94,0.88,0.69,0.9,Proficient,Proficient,Developing,Proficient,Proficient,42095,3.78,3.98,0,0,0,0.311,0.019,0.185,0.754,0.07,0.106,0.061,1.8,0.923,0.969,0.047,0.946,,,,,,,,
28Q690,High School for Law Enforcement and Public Safety,High School,604,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Not Meeting Target,Approaching Target,Approaching Target,0.81,0.8,0.75,0.77,0.66,0.84,Developing,Proficient,Developing,Proficient,Developing,42117,2.41,2.25,0.022,0.189,0.086,0.556,0.051,0.442,0.104,0.664,0.189,0.018,1.5,0.875,0.927,0.2,0.942,,,,,,,,
28Q896,"Young Women's Leadership School, Queens",High School,557,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.83,0.85,0.79,0.8,0.76,0.87,Proficient,Developing,Developing,Well Developed,Developing,"March 12-13, 2014",2.63,2.29,0.019,0.163,0,0.496,0.031,0.394,0.269,0.475,0.197,0.019,2,0.771,0.911,0.3,0.957,,,,,,,,
29Q243,Institute for Health Professions at Cambria Height,High School,199,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.86,0.98,0.85,0.98,0.78,0.95,Proficient,Developing,Proficient,Proficient,Proficient,41983,2.41,2.29,0.055,0.116,0.005,0.457,0.095,0.312,0.09,0.739,0.126,0.01,2,0.667,0.91,0.241,0.969,,,,,,,,
29Q248,Queens Preparatory Academy,High School,492,N/A,N/A,Meeting Target,N/A,N/A,N/A,Meeting Target,0.9,0.87,0.74,0.8,0.68,0.81,Proficient,Developing,Developing,Proficient,Proficient,42019,2.33,2.17,0.037,0.138,0.006,0.47,0.081,0.327,0.043,0.807,0.091,0.01,10,0.692,0.866,0.345,0.968,,,,,,,,
29Q259,Pathways College Preparatory School: A College Boa,High School,599,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,0.86,0.83,0.84,0.76,0.75,0.85,Proficient,Developing,Proficient,Proficient,Proficient,42137,2.34,2.15,0.039,0.158,0.005,0.396,0.041,0.287,0.028,0.897,0.057,0.013,4.8,0.8,0.905,0.178,0.944,,,,,,,,
29Q265,Excelsior Preparatory High School,High School,491,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.89,0.94,0.8,0.87,0.76,0.91,Well Developed,Proficient,Proficient,Well Developed,Well Developed,42109,2.29,2.07,0.059,0.157,0,0.498,0.065,0.365,0.037,0.827,0.092,0.012,4.9,0.821,0.897,0.288,0.96,,,,,,,,
29Q272,George Washington Carver High School for the Scien,High School,509,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.84,0.91,0.79,0.85,0.76,0.92,Proficient,Developing,Proficient,Proficient,Proficient,"February 10-11, 2014",2.48,2.3,0.02,0.134,0.014,0.482,0.067,0.356,0.094,0.756,0.114,0.018,11,0.731,0.901,0.289,0.955,,,,,,,,
29Q283,Preparatory Academy for Writers: A College Board S,High School,552,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,0.94,0.93,0.88,0.92,0.81,0.91,Proficient,Well Developed,Proficient,Well Developed,Well Developed,"December 13-14, 2013",2.56,2.3,0.008,0.156,0,0.464,0.045,0.367,0.042,0.81,0.084,0.024,5.9,0.727,0.891,0.306,0.965,,,,,,,,
29Q313,Benjamin Franklin High School for Finance & Inform,High School,113,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.88,0.96,0.78,0.98,0.86,0.93,Proficient,Proficient,Developing,Proficient,Well Developed,42018,2.36,2.16,0.097,0.15,0.035,0.539,0.062,0.407,0.124,0.708,0.124,0.018,1,0.625,0.919,0.246,0.991,,,,,,,,
29Q326,Cambria Heights Academy,High School,372,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,0.75,0.72,0.75,0.69,0.76,0.78,Proficient,Proficient,Proficient,Well Developed,Well Developed,42353,2.33,2.13,0.035,0.204,0,0.442,0.051,0.333,0.067,0.79,0.091,0.022,5,0.72,0.868,0.426,0.975,,,,,,,,
29Q327,Eagle Academy for Young Men III,High School,428,Meeting Target,Meeting Target,N/A,Approaching Target,N/A,N/A,N/A,0.81,0.66,0.81,0.61,0.84,0.8,Well Developed,Proficient,Proficient,Proficient,Well Developed,42115,2.35,2.14,0,0.19,0.054,0.419,0.024,0.315,0.006,0.863,0.054,0.018,5,0.515,0.897,0.326,0.982,,,,,,,,
29Q492,"Mathematics, Science Research and Technology Magne",High School,433,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,0.78,0.79,0.78,0.74,0.7,0.84,Proficient,Developing,Proficient,Proficient,Developing,42088,2.34,2.29,0.065,0.12,0.002,0.501,0.069,0.381,0.099,0.723,0.118,0.016,5.8,0.667,0.892,0.305,0.942,,,,,,,,
29Q494,"Law, Government and Community Service High School",High School,132,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.9,0.83,0.77,0.8,0.86,0.89,Developing,Developing,Proficient,Proficient,Developing,42110,2.24,2.08,0.03,0.197,0.008,0.498,0.068,0.371,0.053,0.811,0.129,0.008,5.3,1,0.843,0.363,0.968,,,,,,,,
29Q496,"Business, Computer Applications & Entrepreneurship",High School,94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.75,0.57,0.73,0.48,0.79,0.7,Developing,Developing,Developing,Developing,Developing,42135,2.24,1.97,0.106,0.181,0,0.554,0.17,0.362,0.053,0.777,0.117,0.021,3,1,0.867,0.356,0.925,,,,,,,,
29Q498,Humanities & Arts Magnet High School,High School,525,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,0.79,0.77,0.76,0.76,0.73,0.84,Proficient,Developing,Proficient,Proficient,Proficient,"January 6-7, 2014",2.34,2.11,0.034,0.164,0.008,0.504,0.07,0.377,0.055,0.81,0.118,0.011,5.8,0.9,0.877,0.38,0.967,,,,,,,,
30Q258,Energy Tech High School,High School,227,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.92,0.98,0.86,0.97,0.8,0.95,Well Developed,Proficient,Proficient,Well Developed,Proficient,42019,2.5,2.51,0.048,0.163,0.048,0.501,0.053,0.357,0.233,0.115,0.427,0.159,2,0.313,0.948,0.13,0.989,,,,,,,,
30Q286,"Young Women's Leadership School, Astoria",High School,572,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.9,0.95,0.91,0.78,0.74,0.87,Proficient,Developing,Proficient,Proficient,Proficient,42114,2.83,2.69,0.034,0.084,0,0.561,0.025,0.402,0.377,0.047,0.38,0.196,1.3,0.583,0.943,0.141,0.984,,,,,,,,
30Q301,Academy for Careers in Television and Film,High School,515,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.91,0.98,0.89,0.97,0.81,0.95,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,"May 6-7, 2014",2.64,2.41,0.023,0.183,0.004,0.444,0.016,0.313,0.058,0.159,0.542,0.208,2.4,0.545,0.941,0.168,0.986,,,,,,,,
30Q445,William Cullen Bryant High School,High School,2496,Approaching Target,Approaching Target,Meeting Target,Not Meeting Target,N/A,N/A,Meeting Target,0.79,0.71,0.76,0.6,0.63,0.72,Proficient,Developing,Developing,Proficient,Proficient,42110,2.42,2.43,0.149,0.132,0.062,0.558,0.048,0.416,0.284,0.056,0.487,0.161,3.8,0.687,0.88,0.324,0.959,,,,,,,,
30Q450,Long Island City High School,High School,2123,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,Not Meeting Target,Meeting Target,Approaching Target,0.87,0.87,0.82,0.79,0.65,0.87,Proficient,Proficient,Proficient,Well Developed,Well Developed,42115,2.36,2.33,0.119,0.176,0.016,0.627,0.052,0.491,0.157,0.135,0.602,0.09,3,0.938,0.802,0.505,0.954,,,,,,,,
30Q501,Frank Sinatra School of the Arts High School,High School,808,Meeting Target,Exceeding Target,Exceeding Target,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,0.84,0.87,0.88,0.79,0.75,0.9,Well Developed,Proficient,Proficient,Well Developed,Well Developed,42109,3.32,3.02,0.004,0.073,0,0.294,0.012,0.17,0.105,0.136,0.334,0.387,10.8,0.848,0.949,0.104,0.963,,,,,,,,
30Q502,Information Technology High School,High School,970,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,0.85,0.84,0.81,0.79,0.72,0.87,Proficient,Developing,Developing,Proficient,Proficient,41940,2.42,2.43,0.087,0.18,0.053,0.593,0.072,0.451,0.182,0.149,0.563,0.094,3.3,0.891,0.899,0.305,0.961,,,,,,,,
30Q555,Newcomers High School,High School,993,Exceeding Target,Exceeding Target,Exceeding Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,0.88,0.87,0.85,0.76,0.74,0.89,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,42153,1.79,2.26,0.768,0.01,0,0.601,0.254,0.301,0.367,0.024,0.546,0.062,5.8,0.852,0.908,0.247,0.962,,,,,,,,
30Q575,Academy of American Studies,High School,874,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,0.83,0.87,0.88,0.72,0.69,0.87,Well Developed,Proficient,Proficient,Well Developed,Proficient,"March 17-18, 2014",2.97,2.91,0.031,0.089,0.003,0.442,0.013,0.314,0.293,0.073,0.343,0.283,3.8,0.905,0.941,0.148,0.953,,,,,,,,
30Q580,Baccalaureate School for Global Education,High School,478,Meeting Target,Approaching Target,Exceeding Target,Approaching Target,Not Meeting Target,Meeting Target,Exceeding Target,0.88,0.81,0.9,0.74,0.7,0.89,Proficient,Developing,Proficient,Well Developed,Developing,"January 23-24, 2014",3.72,3.54,0,0.009,0,0.276,0.003,0.18,0.396,0.025,0.212,0.345,8.4,0.931,0.966,0.051,0.967,,,,,,,,
31R047,CSI High School for International Studies,High School,520,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.87,0.92,0.88,0.9,0.78,0.92,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,42115,2.88,2.72,0.004,0.167,0,0.276,0.01,0.173,0.112,0.088,0.198,0.556,4.8,0.839,0.948,0.122,0.976,,,,,,,,
31R064,Gaynor McCown Expeditionary Learning School,High School,479,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.89,0.84,0.82,0.82,0.71,0.88,Developing,Proficient,Proficient,Proficient,Proficient,"February 25-26, 2014",2.67,2.46,0.002,0.234,0.004,0.318,0.017,0.205,0.033,0.138,0.19,0.616,6,0.794,0.911,0.257,0.978,,,,,,,,
31R080,The Michael J. Petrides School,High School,1327,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.93,0.92,0.87,0.9,0.8,0.92,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,"May 7-8, 2013",2.69,2.62,0.011,0.214,0.032,0.366,0.004,0.235,0.069,0.223,0.202,0.498,11.3,0.792,0.902,0.296,0.978,,,,,,,,
31R440,New Dorp High School,High School,2791,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,Meeting Target,Meeting Target,0.86,0.92,0.82,0.89,0.7,0.92,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,42122,2.52,2.32,0.042,0.199,0.063,0.458,0.073,0.345,0.075,0.121,0.278,0.518,16.1,0.776,0.89,0.238,0.967,,,,,,,,
31R445,Port Richmond High School,High School,1628,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.89,0.89,0.8,0.85,0.75,0.91,Proficient,Proficient,Proficient,Proficient,Proficient,"December 18-20, 2013",2.34,2.18,0.057,0.266,0.112,0.594,0.063,0.459,0.07,0.279,0.428,0.217,10.4,0.912,0.875,0.341,0.961,,,,,,,,
31R450,Curtis High School,High School,2499,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Not Meeting Target,Approaching Target,Meeting Target,0.76,0.82,0.78,0.74,0.66,0.84,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,"November 19-21, 2013",2.45,2.26,0.061,0.19,0.04,0.616,0.108,0.453,0.071,0.384,0.36,0.177,11.8,0.877,0.864,0.36,0.966,,,,,,,,
31R455,Tottenville High School,High School,3982,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,0.79,0.81,0.8,0.71,0.67,0.82,Proficient,Proficient,Proficient,Well Developed,Proficient,42115,2.83,2.66,0.009,0.163,0.046,0.248,0.031,0.166,0.051,0.018,0.118,0.799,1,0.857,0.912,0.273,0.965,,,,,,,,
31R460,Susan E. Wagner High School,High School,3363,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.87,0.86,0.82,0.79,0.66,0.88,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,42145,2.75,2.58,0.02,0.202,0.089,0.397,0.041,0.283,0.134,0.109,0.27,0.477,12.9,0.86,0.909,0.282,0.964,,,,,,,,
31R600,Ralph R. McKee Career and Technical Education High,High School,624,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Not Meeting Target,Approaching Target,Meeting Target,0.82,0.79,0.78,0.79,0.65,0.84,Proficient,Developing,Developing,Well Developed,Proficient,42136,2.36,2.21,0.024,0.264,0.069,0.604,0.067,0.457,0.048,0.308,0.425,0.197,8,0.9,0.873,0.36,0.966,,,,,,,,
31R605,Staten Island Technical High School,High School,1247,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Approaching Target,Exceeding Target,Exceeding Target,0.91,0.94,0.95,0.92,0.68,0.96,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,42026,3.85,3.94,0,0.013,0,0.25,0.029,0.127,0.411,0.01,0.052,0.522,1.8,0.797,0.965,0.062,0.961,,,,,,,,
32K168,The Brooklyn School for Math and Research,High School,247,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,0.87,0.9,0.81,0.87,0.84,0.92,Well Developed,Proficient,Well Developed,Well Developed,Proficient,"October 22-23, 2013",2.33,2.35,0.101,0.178,0.004,0.709,0.105,0.563,0.024,0.538,0.381,0.045,4,0.278,0.875,0.387,0.976,,,,,,,,
32K403,Academy for Environmental Leadership,High School,340,Meeting Target,Meeting Target,Meeting Target,Not Meeting Target,Approaching Target,Approaching Target,Meeting Target,0.78,0.77,0.82,0.66,0.73,0.84,Proficient,Proficient,Proficient,Well Developed,Well Developed,42081,2.07,2.01,0.324,0.256,0.076,0.786,0.126,0.626,0.018,0.194,0.771,0.015,0.4,0.607,0.815,0.539,0.974,,,,,,,,
32K545,EBC High School for Public Service - Bushwick,High School,514,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,0.8,0.77,0.83,0.78,0.74,0.86,Developing,Developing,Developing,Proficient,Proficient,42129,2.13,2.1,0.2,0.2,0.002,0.807,0.078,0.687,0.004,0.08,0.907,0.002,3.8,0.806,0.847,0.418,0.934,,,,,,,,
32K549,Bushwick School for Social Justice,High School,405,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.87,0.92,0.83,0.9,0.81,0.93,Proficient,Proficient,Developing,Proficient,Proficient,"December 5-6, 2013",2.16,2.03,0.215,0.195,0.007,0.768,0.131,0.593,0.005,0.205,0.76,0.025,1,0.774,0.799,0.498,0.956,,,,,,,,
32K552,Academy of Urban Planning,High School,279,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.86,0.93,0.81,0.86,0.78,0.91,Proficient,Proficient,Proficient,Proficient,Well Developed,42115,2.04,1.94,0.29,0.287,0.043,0.808,0.154,0.649,0.007,0.233,0.738,0.007,2.4,0.68,0.821,0.539,0.968,,,,,,,,
32K554,All City Leadership Secondary School,High School,358,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.92,0.99,0.96,0.92,0.83,0.98,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,42115,2.98,2.59,0.034,0.107,0,0.667,0.017,0.517,0.062,0.146,0.77,0.017,12,0.933,0.939,0.156,0.973,,,,,,,,
32K556,Bushwick Leaders High School for Academic Excellen,High School,317,Meeting Target,Exceeding Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.83,0.83,0.83,0.81,0.82,0.89,Proficient,Proficient,Proficient,Proficient,Well Developed,42122,2.08,2,0.196,0.24,0.006,0.822,0.177,0.669,0.009,0.167,0.814,0.003,11.4,0.538,0.824,0.59,0.973,,,,,,,,
84K355,Williamsburg Collegiate Charter School,High School,521,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,N/A,0.91,0.97,0.87,0.93,0.85,0.95,N/A,N/A,N/A,N/A,N/A,,2.94,3.52,0.02,0.046,0,0.713,0.015,0.421,0.005,0.442,0.533,0.02,,,0.95,0.088,,,,,,,,,
84K356,Achievement First Crown Heights Charter School,High School,979,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,N/A,0.84,0.84,0.81,0.77,0.85,0.85,N/A,N/A,N/A,N/A,N/A,,2.64,2.98,0,0.189,0.012,0.57,0.018,0.293,0,0.927,0.073,0,,,0.98,0.023,,,,,,,,,
84K357,KIPP AMP Charter School,High School,841,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,N/A,0.84,0.82,0.81,0.77,0.83,0.9,N/A,N/A,N/A,N/A,N/A,,2.63,2.87,0,0.086,0,0.719,0.032,0.46,0,0.561,0.421,0.004,,,0.944,0.164,,,,,,,,,
84K358,Achievement First East New York Charter School,High School,835,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,N/A,0.91,0.91,0.86,0.84,0.89,0.89,N/A,N/A,N/A,N/A,N/A,,2.78,2.96,0.013,0.12,0.013,0.693,0.04,0.427,0,0.827,0.133,0,,,0.973,0.028,,,,,,,,,
84K359,The Uft Charter School,High School,957,N/A,N/A,Approaching Target,N/A,N/A,N/A,Meeting Target,0.85,0.78,0.75,0.7,0.85,0.78,N/A,N/A,N/A,N/A,N/A,,2.21,2.08,0.007,0.077,0,0.753,0.081,0.575,0.014,0.796,0.182,0,,,0.88,0.367,,,,,,,,,
84K473,Williamsburg Charter High School,High School,968,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.8,0.85,0.81,0.84,0.77,0.91,N/A,N/A,N/A,N/A,N/A,,2.33,2.24,0.055,0.157,0.04,0.735,0.072,0.574,0.003,0.315,0.657,0.014,,,0.893,0.291,,,,,,,,,
84K508,Achievement First Endeavor Charter School,High School,974,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,N/A,0.94,0.93,0.84,0.9,0.88,0.92,N/A,N/A,N/A,N/A,N/A,,2.63,3.14,0,0.127,0.006,0.692,0.025,0.468,0,0.899,0.101,0,,,0.977,0.026,,,,,,,,,
84K538,Achievement First Bushwick Charter School,High School,1027,Exceeding Target,Exceeding Target,N/A,Meeting Target,Exceeding Target,Exceeding Target,N/A,0.93,0.93,0.9,0.88,0.89,0.94,N/A,N/A,N/A,N/A,N/A,,2.78,3.39,0.021,0.104,0,0.718,0.021,0.435,0.01,0.642,0.342,0,,,0.975,0.032,,,,,,,,,
84K593,Excellence Boys Charter School,High School,724,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,N/A,0.89,0.88,0.77,0.84,0.86,0.85,N/A,N/A,N/A,N/A,N/A,,2.6,2.9,0,0.167,0,0.652,0,0.278,0,0.972,0,0,,,0.939,0.156,,,,,,,,,
84K608,Kings Collegiate Charter School,High School,485,Approaching Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,N/A,0.84,0.89,0.86,0.89,0.85,0.94,N/A,N/A,N/A,N/A,N/A,,2.82,3.04,0,0.092,0,0.477,0.017,0.306,0,0.994,0,0,,,0.965,0.041,,,,,,,,,
84K648,Bedford Stuyvesant Collegiate -Uncommon Collegiate,High School,404,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,N/A,0.93,0.97,0.88,0.91,0.89,0.93,N/A,N/A,N/A,N/A,N/A,,2.8,3.07,0,0.069,0,0.69,0.039,0.441,0,0.931,0.069,0,,,0.962,0.084,,,,,,,,,
84K693,Northside Charter High School,High School,380,Approaching Target,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.8,0.89,0.83,0.81,0.66,0.91,N/A,N/A,N/A,N/A,N/A,,2.4,2.27,0.066,0.176,0.021,0.652,0.037,0.476,0.018,0.268,0.626,0.063,,,0.951,0.106,,,,,,,,,
84K707,Brooklyn Prospect Charter School,High School,771,Approaching Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,N/A,0.85,0.91,0.87,0.92,0.86,0.94,N/A,N/A,N/A,N/A,N/A,,2.79,2.59,0.028,0.193,0,0.354,0.016,0.222,0.041,0.228,0.389,0.294,,,0.948,0.111,,,,,,,,,
84K710,Brownsville Collegiate Charter School,High School,402,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,N/A,0.88,0.88,0.83,0.85,0.85,0.91,N/A,N/A,N/A,N/A,N/A,,2.82,3.18,0,0.068,0,0.719,0,0.455,0.011,0.875,0.114,0,,,0.974,0.061,,,,,,,,,
84K730,Summit Academy Charter School,High School,331,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,N/A,0.87,0.85,0.83,0.86,0.88,0.9,N/A,N/A,N/A,N/A,N/A,,2.29,2.4,0.023,0.164,0.028,0.753,0.068,0.52,0,0.531,0.384,0.04,,,0.885,0.373,,,,,,,,,
84K733,"Math, Engineering, and Science Academy Charter Hig",High School,244,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.9,0.96,0.91,0.91,0.79,0.95,N/A,N/A,N/A,N/A,N/A,,2.24,2.23,0.139,0.176,0.004,0.781,0.057,0.623,0.012,0.172,0.746,0.025,,,0.96,0.074,,,,,,,,,
84K738,New Visions Charter High School for Advanced Math,High School,247,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.76,0.91,0.81,0.88,0.75,0.91,N/A,N/A,N/A,N/A,N/A,,2.43,2.34,0.045,0.134,0.016,0.569,0.053,0.437,0.036,0.806,0.085,0.016,,,0.952,0.152,,,,,,,,,
84K739,New Visions Charter High School for the Humanities,High School,243,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.72,0.66,0.71,0.56,0.8,0.78,N/A,N/A,N/A,N/A,N/A,,2.33,2.15,0.021,0.185,0.029,0.576,0.082,0.416,0.016,0.823,0.091,0.012,,,0.919,0.258,,,,,,,,,
84K744,Coney Island Preparatory Public Charter School,High School,656,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,N/A,0.86,0.89,0.82,0.85,0.84,0.92,N/A,N/A,N/A,N/A,N/A,,2.77,2.87,0.017,0.139,0,0.707,0.052,0.52,0.104,0.405,0.364,0.087,,,0.961,0.245,,,,,,,,,
84K777,Ocean Hill Collegiate Charter School,High School,310,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,N/A,0.93,0.92,0.84,0.9,0.87,0.92,N/A,N/A,N/A,N/A,N/A,,3,3.67,0,0.026,0,0.682,0.051,0.436,0,0.974,0.026,0,,,0.968,0.026,,,,,,,,,
84K780,Brooklyn East Collegiate Charter School,High School,339,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,N/A,0.89,0.92,0.83,0.87,0.86,0.93,N/A,N/A,N/A,N/A,N/A,,2.97,3.17,0,0,0,0.627,0.051,0.436,0,0.872,0.128,0,,,0.969,0,,,,,,,,,
