DBN,School Name,School Type,Enrollment,Rigorous Instruction Rating,Collaborative Teachers Rating,Supportive Environment Rating,Effective School Leadership Rating,Strong Family-Community Ties Rating,Trust Rating,Student Achievement Rating,Rigorous Instruction - Percent Positive,Collaborative Teachers - Percent Positive,Supportive Environment - Percent Positive,Effective School Leadership - Percent Positive,Strong Family-Community Ties - Percent Positive,Trust - Percent Positive,Quality Review - How interesting and challenging is the curriculum?,Quality Review - How effective is the teaching and learning?,Quality Review - How well does the school assess what students are learning?,Quality Review - How well do teachers work with each other?,Quality Review - How clearly are high expectations communicated to students and staff?,Quality Review - Dates of Review,Average Grade 4 English Proficiency,Average Grade 4 Math Proficiency,Percent English Language Learners,Percent Students with Disabilities,Percent Self-Contained,Economic Need Index,Percent in Temp Housing,Percent HRA Eligible,Percent Asian,Percent Black,Percent Hispanic,Percent White,Years of principal experience at this school,Percent of teachers with 3 or more years of experience,Student Attendance Rate,Percent of Students Chronically Absent,Teacher Attendance Rate
17K167,P.S. 167 The Parkway,Elementary,104,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.96,0.92,0.92,0.93,0.87,0.96,Proficient,Developing,Developing,Proficient,Proficient,14-Jan-15,2.23,2.13,0.029,0.25,0.125,0.846,0.317,0.673,0,0.885,0.096,0.01,5.8,1,0.937,0.181,0.963
17K181,P.S. 181 Brooklyn,K-8,985,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.8,0.81,0.81,0.79,0.81,0.87,Proficient,Developing,Developing,Proficient,Proficient,"May 28-29, 2014",2.39,2.31,0.1,0.165,0.045,0.721,0.114,0.621,0.004,0.836,0.101,0.023,1.8,0.868,0.924,0.262,0.949
17K189,P.S. 189 The Bilingual Center,K-8,1092,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,0.94,0.91,0.87,0.83,0.82,0.9,Developing,Developing,Proficient,Well Developed,Proficient,"November 25-26, 2013",2.6,2.79,0.189,0.127,0.026,0.735,0.095,0.601,0.016,0.734,0.244,0.003,12.9,0.787,0.939,0.181,0.981
17K191,P.S. 191 Paul Robeson,Elementary,206,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Not Meeting Target,Approaching Target,Meeting Target,0.94,0.88,0.91,0.78,0.77,0.84,Proficient,Developing,Developing,Proficient,Proficient,"March 13-14, 2014",2.2,2.42,0.037,0.233,0.026,0.916,0.397,0.757,0.011,0.788,0.185,0,19.1,0.938,0.894,0.465,0.989
17K221,P.S. 221 Toussaint L'Ouverture,Elementary,424,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.98,0.98,0.96,0.88,0.9,0.98,Proficient,Proficient,Proficient,Proficient,Proficient,9-Mar-15,2.24,2.29,0.065,0.207,0.065,0.707,0.121,0.568,0.005,0.881,0.085,0.021,11.8,1,0.914,0.325,0.924
17K241,P.S. 241 Emma L. Johnston,Elementary,603,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.89,0.9,0.91,0.83,0.84,0.92,Proficient,Developing,Proficient,Proficient,Proficient,"October 23-24, 2013",2.77,2.99,0.102,0.113,0.007,0.788,0.204,0.615,0.005,0.861,0.089,0.022,5,0.955,0.934,0.196,0.968
17K246,M.S. 246 Walt Whitman,Middle,573,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,0.84,0.78,0.8,0.73,0.79,0.84,Proficient,Developing,Proficient,Proficient,Proficient,5-Dec-14,2.19,2.24,0.195,0.279,0.148,0.708,0.206,0.557,0.017,0.799,0.159,0.016,9.9,0.745,0.91,0.319,0.961
17K249,P.S. 249 The Caton,Elementary,901,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.98,0.97,0.96,0.88,0.87,0.96,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,31-Mar-15,2.75,3.25,0.241,0.157,0.072,0.747,0.107,0.625,0.061,0.41,0.487,0.035,15,0.789,0.943,0.17,0.972
17K289,P.S. 289 George V. Brower,Elementary,433,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,0.9,0.89,0.92,0.8,0.8,0.91,Proficient,Developing,Proficient,Proficient,Proficient,11-Dec-14,2.59,2.81,0.065,0.295,0.107,0.829,0.186,0.692,0.012,0.801,0.151,0.012,15.6,1,0.894,0.411,0.931
17K316,P.S. 316 Elijah Stroud,Elementary,360,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,0.98,0.94,0.96,0.83,0.86,0.94,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,22-Jan-15,2.82,3.13,0.034,0.237,0.009,0.755,0.114,0.628,0.006,0.775,0.151,0.043,3.9,0.625,0.936,0.183,0.968
17K334,Middle School for Academic and Social Excellence,Middle,129,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.89,0.87,0.83,0.88,0.81,0.89,Developing,Developing,Developing,Developing,Developing,"October 24-25, 2012",2.09,2.2,0.101,0.302,0.171,0.812,0.217,0.628,0.016,0.868,0.101,0.008,0.9,0.857,0.864,0.439,0.958
17K340,I.S. 340,Middle,200,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,0.9,0.93,0.83,0.91,0.81,0.89,Proficient,Developing,Developing,Well Developed,Proficient,"March 24-25, 2014",2.92,3.18,0.01,0.15,0.045,0.764,0.19,0.585,0.015,0.845,0.11,0.015,8.8,0.692,0.93,0.205,0.962
17K352,Ebbets Field Middle School,Middle,233,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,0.91,0.85,0.84,0.73,0.76,0.89,Proficient,Developing,Developing,Developing,Proficient,10-Dec-14,2.24,2.42,0.219,0.249,0.103,0.786,0.172,0.631,0.013,0.7,0.245,0.043,10,0.913,0.907,0.29,0.949
17K353,Elijah Stroud Middle School,Middle,253,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,0.91,0.9,0.86,0.89,0.78,0.94,Proficient,Developing,Proficient,Well Developed,Proficient,27-Feb-15,2.24,2.29,0.047,0.245,0.091,0.746,0.13,0.597,0.008,0.81,0.146,0.036,2.7,0.526,0.926,0.217,0.96
17K354,The School of Integrated Learning,Middle,226,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.99,0.97,0.96,0.95,0.88,0.98,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,20-Mar-15,2.41,2.48,0.088,0.265,0.102,0.792,0.248,0.628,0.031,0.805,0.137,0.013,10,0.783,0.917,0.272,0.971
17K375,P.S. 375 Jackie Robinson School,Elementary,496,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,0.88,0.92,0.9,0.89,0.85,0.92,Proficient,Proficient,Proficient,Proficient,Proficient,"April 8-9, 2014",2.26,2.5,0.232,0.281,0.128,0.802,0.147,0.697,0.03,0.621,0.297,0.041,0.7,0.8,0.903,0.354,0.966
17K382,Academy for College Preparation and Career Explora,Middle,505,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Meeting Target,0.79,0.76,0.75,0.68,0.7,0.77,Proficient,Proficient,Proficient,Proficient,Proficient,"January 13-14, 2014",2.36,2.46,0.074,0.176,0.007,0.684,0.088,0.547,0,0.845,0.128,0.014,0,0,0.947,0.174,
17K394,M.S. K394,K-8,601,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,0.89,0.86,0.83,0.8,0.82,0.85,Proficient,Proficient,Proficient,Proficient,Proficient,"May 13-14, 2014",2.5,2.45,0.041,0.158,0.034,0.797,0.156,0.597,0.032,0.823,0.132,0.009,1.8,0.953,0.924,0.239,0.975
17K397,P.S. 397 Foster-Laurie,Elementary,314,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,0.94,0.85,0.89,0.72,0.83,0.86,Developing,Developing,Developing,Proficient,Developing,5-May-15,2.44,2.31,0.097,0.167,0.03,0.815,0.258,0.669,0.02,0.839,0.087,0.043,11,0.84,0.927,0.272,0.973
17K398,P.S. 398 Walter Weaver,Elementary,415,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.89,0.89,0.86,0.79,0.82,0.92,Proficient,Proficient,Developing,Proficient,Proficient,22-Jan-15,2.38,2.32,0.083,0.254,0.134,0.868,0.311,0.724,0.006,0.721,0.142,0.006,2.8,0.824,0.875,0.456,0.976
17K399,P.S. 399 Stanley Eugene Clark,Elementary,501,Approaching Target,Approaching Target,Exceeding Target,Not Meeting Target,Meeting Target,Approaching Target,Approaching Target,0.82,0.69,0.97,0.53,0.87,0.77,Proficient,Developing,Developing,Well Developed,Proficient,"March 4-5, 2014",2.54,2.6,0.074,0.084,0.008,0.725,0.136,0.605,0.022,0.721,0.14,0.008,12.9,0.923,0.928,0.254,0.954
17K484,Ronald Edmonds Learning Center II,Middle,152,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.97,1,1,0.98,0.95,1,Proficient,Developing,Proficient,Proficient,Proficient,4-Mar-15,2.31,2.46,0.039,0.276,0.178,0.844,0.224,0.711,0.007,0.849,0.132,0.007,2.6,0.9,0.898,0.359,0.981
17K531,"School for Human Rights, The",Middle,424,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.97,0.99,0.86,0.95,0.8,0.94,Proficient,Proficient,Proficient,Proficient,Proficient,10-Dec-14,2.29,2.31,0.06,0.195,0.015,0.687,0.113,0.602,0.008,0.872,0.105,0.008,0,0,0.937,0.177,
17K533,School for Democracy and  Leadership,Middle,319,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,0.84,0.72,0.77,0.76,0.72,0.85,Proficient,Developing,Developing,Well Developed,Proficient,"April 9-10, 2014",2.05,2.08,0.066,0.443,0.213,0.653,0.295,0.607,0,0.869,0.131,0,0,0,0.879,0.364,
17K543,"Science, Technology and Research Early College Hig",Middle,516,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.97,0.96,0.89,0.91,0.9,0.94,Well Developed,Proficient,Proficient,Well Developed,Well Developed,7-Jan-15,3.07,3.33,0.005,0.058,0,0.536,0.032,0.384,0.021,0.889,0.068,0.005,0,0,0.97,0.057,
17K590,Medgar Evers College Preparatory School,Middle,1271,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,N/A,N/A,Meeting Target,0.87,0.89,0.79,0.8,0.81,0.85,Well Developed,Well Developed,Proficient,Well Developed,Proficient,18-May-15,3.61,3.86,0,0.01,0,0.464,0.037,0.263,0.04,0.869,0.044,0.01,0,0,0.972,0.041,
17K705,Brooklyn Arts and Science Elementary School,Elementary,340,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,0.9,0.92,0.91,0.86,0.92,0.97,Well Developed,Proficient,Proficient,Well Developed,Proficient,3-Feb-15,1.87,1.96,0.097,0.34,0.112,0.7,0.112,0.537,0.037,0.578,0.284,0.086,3,0.48,0.906,0.349,0.994
17K722,New Heights Middle School,Middle,324,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.85,0.82,0.81,0.87,0.86,0.9,Proficient,Developing,Proficient,Proficient,Proficient,24-Feb-15,2.24,2.3,0.074,0.259,0.083,0.744,0.194,0.605,0.003,0.849,0.086,0.006,3,0.333,0.932,0.184,0.97
17K770,P.S. 770 New American Academy,Elementary,294,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Not Meeting Target,0.83,0.91,0.84,0.92,0.92,0.98,Well Developed,Proficient,Proficient,Well Developed,Well Developed,5-Mar-15,2.19,2.15,0.023,0.174,0.015,0.654,0.042,0.502,0.004,0.745,0.093,0.089,1.8,0.45,0.934,0.225,0.971
18K066,P.S. 66,K-8,815,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.81,0.78,0.84,0.77,0.84,0.87,Proficient,Proficient,Proficient,Proficient,Proficient,5-Feb-15,2.56,2.83,0.023,0.103,0.028,0.526,0.04,0.407,0.005,0.877,0.073,0.029,4.9,0.792,0.951,0.119,0.968
18K068,I.S. 068 Isaac Bildersee,Middle,547,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,0.81,0.88,0.77,0.75,0.77,0.88,Well Developed,Developing,Developing,Proficient,Proficient,"January 15-16, 2014",2.17,2.22,0.135,0.254,0.099,0.59,0.086,0.479,0.005,0.907,0.048,0.031,5.1,0.83,0.917,0.249,0.958
18K114,P.S. 114 Ryder Elementary,Elementary,600,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,0.93,0.88,0.93,0.91,0.9,0.92,Proficient,Developing,Developing,Proficient,Proficient,11-Feb-15,2.19,2.29,0.119,0.219,0.066,0.702,0.155,0.599,0.024,0.819,0.091,0.057,4.1,0.711,0.917,0.277,0.955
18K115,P.S. 115 Daniel Mucatel School,Elementary,1160,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,0.93,0.93,0.92,0.89,0.86,0.94,Proficient,Developing,Proficient,Well Developed,Proficient,25-Nov-14,2.64,2.59,0.032,0.155,0.047,0.55,0.083,0.443,0.033,0.849,0.081,0.027,1.9,0.849,0.94,0.184,0.975
18K135,P.S. 135 Sheldon A. Brookner,Elementary,668,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,0.82,0.83,0.89,0.71,0.83,0.87,Proficient,Proficient,Proficient,Proficient,Proficient,10-Feb-15,2.44,2.48,0.027,0.114,0.055,0.68,0.161,0.51,0.008,0.888,0.073,0.017,4.8,1,0.945,0.176,0.962
18K208,P.S. 208 Elsa Ebeling,Elementary,459,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.94,0.92,0.94,0.83,0.85,0.92,Proficient,Proficient,Proficient,Well Developed,Proficient,30-Apr-15,2.62,2.73,0.042,0.2,0.087,0.557,0.056,0.477,0.019,0.913,0.042,0.019,0.8,0.968,0.936,0.207,0.959
18K211,I.S. 211 John Wilson,Middle,624,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,0.87,0.79,0.78,0.76,0.74,0.81,Well Developed,Proficient,Proficient,Proficient,Proficient,10-Nov-15,2.53,2.53,0.042,0.218,0.112,0.601,0.117,0.458,0.003,0.913,0.067,0.008,3.7,0.875,0.93,0.214,0.963
18K219,P.S. 219 Kennedy-King,Elementary,564,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Not Meeting Target,Meeting Target,Meeting Target,0.86,0.84,0.89,0.73,0.78,0.88,Proficient,Developing,Proficient,Developing,Proficient,"October 30-31, 2013",2.34,2.25,0.052,0.257,0.124,0.771,0.148,0.667,0.012,0.864,0.1,0.008,13.5,0.953,0.911,0.352,0.969
18K233,P.S. 233 Langston Hughes,Elementary,527,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.89,0.92,0.89,0.84,0.82,0.95,Proficient,Proficient,Proficient,Proficient,Proficient,17-Mar-15,2.46,2.33,0.028,0.189,0.067,0.631,0.091,0.513,0.004,0.943,0.039,0.009,8.4,0.947,0.926,0.249,0.97
18K235,P.S. 235 Lenox School,K-8,1274,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,0.92,0.94,0.86,0.9,0.83,0.93,Proficient,Developing,Proficient,Well Developed,Proficient,March 17-19 2014,3.24,3.37,0.008,0.079,0.037,0.52,0.035,0.395,0.014,0.938,0.02,0.014,2.6,0.943,0.954,0.11,0.954
18K244,P.S. 244 Richard R. Green,Elementary,652,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,0.94,0.88,0.91,0.71,0.82,0.84,Proficient,Developing,Proficient,Proficient,Proficient,"April 9-10, 2014",2.49,2.56,0.03,0.227,0.082,0.655,0.152,0.501,0.003,0.958,0.024,0.008,1.8,0.91,0.921,0.268,0.959
18K268,P.S. 268 Emma Lazarus,Elementary,438,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,0.98,0.93,0.91,0.91,0.84,0.98,Proficient,Developing,Proficient,Proficient,Proficient,29-Oct-14,2.3,2.24,0.065,0.144,0.005,0.69,0.074,0.568,0.012,0.923,0.045,0.02,0.4,1,0.931,0.206,0.96
18K272,P.S. 272 Curtis Estabrook,Elementary,509,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,0.84,0.8,0.87,0.72,0.81,0.83,Proficient,Developing,Developing,Proficient,Proficient,18-May-15,2.07,2.33,0.022,0.257,0.14,0.796,0.186,0.639,0.02,0.785,0.16,0.022,9.3,0.889,0.898,0.419,0.961
18K276,P.S. 276 Louis Marshall,Elementary,754,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,0.85,0.8,0.88,0.72,0.84,0.86,Proficient,Developing,Proficient,Proficient,Proficient,"December 4-5, 2013",2.39,2.49,0.076,0.183,0.069,0.596,0.063,0.506,0.008,0.906,0.049,0.016,4.6,0.895,0.93,0.224,0.955
18K279,P.S. 279 Herman Schreiber,Elementary,515,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.88,0.85,0.87,0.79,0.89,0.91,Proficient,Proficient,Proficient,Well Developed,Proficient,17-Dec-14,2.52,2.44,0.02,0.147,0.038,0.572,0.079,0.456,0.014,0.919,0.047,0.014,8,0.816,0.942,0.177,0.963
18K285,I.S. 285 Meyer Levin,Middle,807,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,0.89,0.84,0.8,0.82,0.73,0.81,Proficient,Proficient,Developing,Proficient,Proficient,10-Dec-14,2.45,2.49,0.024,0.169,0.046,0.606,0.11,0.473,0.005,0.933,0.047,0.01,6.8,0.825,0.92,0.263,0.972
18K366,THE SCIENCE AND MEDICINE MIDDLE SCHOOL,Middle,509,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,0.85,0.81,0.78,0.77,0.81,0.84,Proficient,Developing,Proficient,Proficient,Proficient,"November 13-14, 2013",2.41,2.47,0.035,0.169,0.043,0.534,0.045,0.442,0.008,0.896,0.081,0.014,0.9,0.595,0.953,0.13,0.95
18K581,East Flatbush Community Research School,Middle,182,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,0.83,0.76,0.8,0.75,0.8,0.81,Proficient,Proficient,Proficient,Well Developed,Proficient,26-Feb-15,2.15,2.26,0.099,0.286,0.093,0.7,0.115,0.566,0.011,0.879,0.027,0.016,3,0.526,0.923,0.229,0.96
18K588,Middle School for Art and Philosophy,Middle,251,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,0.84,0.82,0.82,0.84,0.79,0.84,Well Developed,Proficient,Proficient,Proficient,Well Developed,22-Jan-15,2.24,2.26,0.076,0.215,0.096,0.778,0.207,0.633,0.004,0.9,0.088,0,3.8,0.708,0.915,0.261,0.968
18K598,Middle School of Marketing and Legal Studies,Middle,238,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,0.85,0.88,0.83,0.83,0.8,0.87,Proficient,Proficient,Proficient,Well Developed,Proficient,8-Jan-15,2.35,2.37,0.076,0.168,0.055,0.608,0.139,0.433,0.004,0.933,0.055,0.008,8,0.652,0.919,0.227,0.964
18K763,Brooklyn Science and Engineering Academy,Middle,78,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.98,1,0.95,0.98,0.81,0.97,Well Developed,Proficient,Well Developed,Well Developed,Proficient,25-Mar-15,2.34,2.49,0.013,0.154,0.051,0.535,0.115,0.41,0,0.987,0.013,0,1,0.429,0.953,0.101,0.985
19K007,P.S. 007 Abraham Lincoln,Elementary,1037,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Approaching Target,Approaching Target,Approaching Target,0.86,0.77,0.86,0.64,0.82,0.83,Proficient,Proficient,Developing,Proficient,Developing,11-Feb-15,2.37,2.42,0.172,0.166,0.056,0.783,0.069,0.636,0.06,0.096,0.805,0.02,2.5,0.838,0.922,0.293,0.952
19K013,P.S. 013 Roberto Clemente,Elementary,455,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,0.91,0.79,0.77,0.66,0.85,0.79,Proficient,Proficient,Proficient,Well Developed,Proficient,30-Jan-15,2.37,2.47,0.11,0.22,0.091,0.892,0.267,0.792,0.012,0.666,0.296,0.012,1,0.974,0.911,0.341,0.973
19K065,P.S. 065,Elementary,647,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.97,0.93,0.98,0.88,0.87,0.96,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,19-Nov-14,2.62,2.9,0.244,0.124,0.005,0.817,0.25,0.629,0.017,0.113,0.81,0.002,10.8,0.763,0.938,0.187,0.971
19K089,P.S. 089 Cypress Hills,K-8,454,Approaching Target,Exceeding Target,Exceeding Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,0.83,0.85,0.91,0.72,0.85,0.9,Proficient,Proficient,Proficient,Well Developed,Well Developed,6-May-15,2.14,2.25,0.445,0.234,0.046,0.824,0.117,0.702,0.009,0.023,0.954,0,10.9,0.579,0.954,0.097,0.966
19K108,P.S. 108 Sal Abbracciamento,Elementary,905,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.96,0.92,0.96,0.88,0.85,0.94,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,4-Dec-14,2.8,3.05,0.137,0.242,0.071,0.838,0.209,0.693,0.05,0.154,0.767,0.014,12,0.812,0.923,0.304,0.942
19K149,P.S. 149 Danny Kaye,Elementary,699,Meeting Target,Approaching Target,Approaching Target,Not Meeting Target,Not Meeting Target,Not Meeting Target,Approaching Target,0.96,0.73,0.84,0.61,0.77,0.77,Proficient,Proficient,Proficient,Proficient,Proficient,"October 29-30, 2013",2.23,2.59,0.089,0.157,0.099,0.874,0.246,0.719,0.027,0.627,0.33,0.011,2.8,0.94,0.901,0.4,0.977
19K158,P.S. 158 Warwick,Elementary,583,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.93,0.94,0.92,0.89,0.89,0.96,Proficient,Proficient,Proficient,Well Developed,Proficient,12-Nov-14,2.08,2.24,0.083,0.229,0.19,0.877,0.198,0.765,0.012,0.511,0.452,0.004,9.9,0.886,0.901,0.386,0.958
19K159,P.S. 159 Isaac Pitkin,Elementary,827,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,Exceeding Target,Meeting Target,1,0.99,0.99,0.94,0.8,0.96,Proficient,Proficient,Proficient,Proficient,Proficient,"December 11-12, 2013",2.52,2.74,0.187,0.134,0.074,0.837,0.125,0.698,0.312,0.409,0.25,0.008,9,0.907,0.913,0.303,0.965
